NU_ANO_CENSO;NO_REGIAO;CO_REGIAO;NO_UF;SG_UF;CO_UF;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_DEPENDENCIA;TP_LOCALIZACAO;LATITUDE;LONGITUDE;TP_SITUACAO_FUNCIONAMENTO;IN_EJA;IN_PROFISSIONALIZANTE;IN_COMUM_CRECHE;IN_COMUM_PRE;IN_COMUM_FUND_AI;IN_COMUM_FUND_AF;IN_COMUM_MEDIO_MEDIO;IN_COMUM_MEDIO_INTEGRADO;IN_COMUM_MEDIO_FIC;IN_COMUM_MEDIO_NORMAL
2025;Nordeste;2;Paraíba;PB;25;2503209;HEBREUS SISTEMA DE ENSINO 01;25132890;4;1;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503209;CENTRO EDUCACIONAL SONHO MEU;25134132;4;1;;;1;0;0;1;1;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503209;CRECHE JOSEFA DE MEDEIROS REGIS;25242920;3;1;-7.076049;-34.85009;1;0;0;1;1;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503209;IFPB - CAMPUS CABEDELO;25282921;1;1;-7.004212;-34.83432;1;1;1;0;0;0;0;0;1;0;0
2025;Nordeste;2;Paraíba;PB;25;2503209;COLEGIO SAGRADA FAMILIA;25303929;4;1;;;1;0;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503209;ESCOLA MUNICIPAL PLACIDO DE ALMEIDA;25091778;3;1;;;1;1;0;0;0;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503308;ECI PROFESSOR ADALBERTO DE SOUSA OLIVEIRA;25007092;2;1;-6.925675361;-38.67324494;1;1;0;0;0;0;0;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503308;EMEIF LINDALVA CLAUDINO MARTINS;25007246;3;2;-6.9604002;-38.7204021;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503308;EMEIEF MARIA CANDIDO DE OLIVEIRA;25007327;3;1;-6.923831667;-38.67485;1;1;0;0;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503308;EMEIF JOAO IZIDRO DE SOUZA;25007394;3;2;-6.984903;-38.65965793;1;1;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503308;CRECHE IRMA NIRVANDA;25117696;3;1;-6.92347764;-38.67417794;1;0;0;1;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503308;ESCOLA DE ENSINO INFANTIL E ENSINO FUNDAMENTAL PEQUENO APRENDIZ;25127004;4;1;-6.9277035;-38.6776668;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503308;CRECHE FILOMENA ANA DE JESUS;25239937;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503308;EEIF NOSSA SENHORA APARECIDA;25301942;4;1;;;1;0;0;0;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503308;CRECHE JOAQUINA MOREIRA DE SENA;25240919;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503308;EMEIEF DANIEL GONCALVES LUSTOSA;25007483;3;2;-7.03025925;-38.67542112;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503407;ECI ALDO SATIRO XAVIER;25019813;2;1;-7.1281887;-37.1564679;1;0;0;0;0;0;0;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR ABILIO FERREIRA CAMPOS;25019864;3;1;-7.1283891;-37.156207;1;0;0;1;1;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR ALCEBIADES MOREIRA;25019872;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR ANTONIO CRESPO;25019880;3;2;;;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR ANTONIO MARTINS;25019899;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR ANTONIO SALVIANO;25019902;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR INACIO MENDOCA;25019937;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR MANOEL XAVIER DA NOBREGA;25019945;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR ODILIA MAURICIO;25019953;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR ALDO SATIRO XAVIER;25019961;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR ANTONIO CHAVES PEQUENO;25019970;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR DIMAS TRAJANO;25019988;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR LUZIA BORGES;25019996;3;2;;;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR CORONEL DORGIVAL VILAR;25020005;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503407;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL E MEDIO DONA CAPITULINA SATIRO;25020013;3;1;-7.1275209;-37.1571911;1;1;0;0;0;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR DOUTOR JOSE DUARTE DANTAS;25020021;3;2;;;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR JOAO SIMOES DE MEDEIROS;25020030;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR JOSE CAMPOS FILHO;25020048;3;2;;;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503407;GRUPO ESCOLAR ODILON JOSE DA SILVA;25020072;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503506;EEEF PERILO DE OLIVEIRA;25059610;2;1;-6.6424985;-35.7930763;1;0;0;0;0;0;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;ECI HUMBERTO LUCENA;25059629;2;1;-6.6468717;-35.7882333;1;0;0;0;0;0;0;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF MANOEL ALEIXO DA ROCHA;25059653;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF ANTONIO FELIX DE LIMA;25059670;3;2;-6.607214841;-35.81003794;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF BENEDITO DITOSO DE LIMA;25059696;3;2;-6.6565598;-35.7701134;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF GERONCIO MARQUES DE MELO;25059726;3;2;-6.679417519;-35.8511366;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF LUIS MANOEL DA SILVA;25059769;3;2;-6.5792459;-35.848274;1;0;0;0;1;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF MANOEL JOSE DA CUNHA;25059777;3;2;-6.6307859;-35.8524835;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF ODILON EDISIO LIMA;25059793;3;1;-6.639521755;-35.79364244;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF SEVERINO LOURENCO;25059807;3;2;-6.604829771;-35.85532679;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF TANCREDO DE ALMEIDA NEVES;25059815;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF JOSE JOAQUIM DO NASCIMENTO;25059823;3;2;-6.5881172;-35.8169884;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF SENADOR RUY CARNEIRO;25059840;3;2;-6.5810084;-35.8193597;1;1;0;0;0;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF BARREIROS II;25059858;3;2;-6.5987056;-35.7991814;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF HIGINO FERNANDES DE LINHARES;25059874;3;2;-6.6072313;-35.8101117;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF ARNOUD DANTAS DO NASCIMENTO;25059882;3;1;-6.640642374;-35.79564052;1;1;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF JULIA VIRGINIA DE ABREU COSTA;25059904;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF PEDRO GOMES DE ALMEIDA;25059920;3;2;-6.599862;-35.7801426;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF BASILIO TRINDADE DE SENA;25059939;3;2;-6.648816909;-35.8054807;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF DE MIUM;25059947;3;2;-6.6229975;-35.7764394;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEI MANUEL BENEVENUTO;25059971;3;1;-6.6422503;-35.7934316;1;0;0;0;1;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF PRES JOSE SARNEY;25059980;3;2;-6.581417564;-35.84440626;1;1;0;0;0;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;CRECHE MUNICIPAL BENJAMIM GOMES MARANHAO;25112953;3;1;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503506;ESCOLA SAO BENTO;25113003;4;1;-6.6413239;-35.7926697;1;0;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;INSTITUTO OASIS;25113267;4;1;-6.637801667;-35.79447667;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF ANTONIO GOMES DE SOUSA;25116096;3;1;-6.6382381;-35.7926644;1;0;0;0;0;0;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF BENJAMIM GOMES MARANHAO;25116100;3;1;-6.64227;-35.790594;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF MARIA APARECIDA GOMES DE SOUSA;25120301;3;1;-6.6382584;-35.7928165;1;0;0;0;0;0;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;APAE-ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;25122240;4;1;-6.637835;-35.79281167;1;1;0;0;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EEEM PEDRO TARGINO DA COSTA MOREIRA;25122908;2;1;-6.639261;-35.7964516;1;1;0;0;0;0;0;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EMEF POETA RONALDO CUNHA LIMA;25126776;3;1;-6.6455494;-35.7861974;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;CRECHE DEPUTADO VITAL DO REGO;25127543;3;1;-6.6476659;-35.7957423;1;0;0;1;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;EDUCANDARIO PRIMEIROS PASSOS;25128493;4;1;;;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503506;CRECHE MARIA APARECIDA GOMES DE SOUSA;25214802;3;2;-6.581195234;-35.84556783;1;0;0;1;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503555;ECIT PEDRO TERTO DA CUNHA;25033794;2;1;-7.2093126;-37.057495;1;1;1;0;0;0;0;0;1;1;0
2025;Nordeste;2;Paraíba;PB;25;2503555;EMEF JOAQUIM CASSIANO ALVES;25033883;3;2;-7.2115296;-37.0561396;1;0;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503555;EMEIEF MANOEL ALEXANDRE ARAUJO;25033930;3;2;-7.2115024;-37.0561091;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503555;EMEF VEREADOR MANOEL DE ALMEIDA;25033948;3;2;-7.2114925;-37.0561056;1;0;0;0;0;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503555;EMEF JOAQUIM ALEXANDRE B DE ARAUJO;25034006;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503555;EMEIF AGOSTINHO JUSTO DE SOUZA;25034022;3;2;-7.2115289;-37.0561416;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503555;EMEF CICERO AURELIO DE LIMA;25034030;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503555;EMEF GONCALO PEREIRA;25034049;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503555;EMEIEF JOAO HELENO DE MARIA;25034065;3;2;-7.2115293;-37.0561412;1;0;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503555;EMEIEF RAIMUNDO PEREIRA;25034103;3;2;-7.2115313;-37.0560896;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503555;EMEF TERTULINO CUNHA;25034111;3;1;-7.2115005;-37.056115;1;0;0;0;0;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503555;CENTRO DE EDUC INF PROFª RINALDA PAZ DA SILVA;25034154;3;1;-7.211512;-37.0561286;1;0;0;1;1;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503555;CEI FRANCISCA MARIA DA SILVA;25034170;3;1;-7.2136426;-37.0585906;1;0;0;0;1;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503555;CENTRO DE EDUC INF GENTE INOCENTE;25102247;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503555;EMEF JOSE CARDOSO DOS SANTOS;25102250;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503555;EMEF GABRIEL ALVES TEIXEIRA;25106813;3;2;-7.2115105;-37.0561555;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503555;CRECHE MUNICIPAL DE CACIMBAS;25132741;3;1;;;1;0;0;1;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503555;EMEIF QUILOMBOLA JOSE INACIO DO CARMO;25132695;3;2;;;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503605;ECIT PROFESSORA MARIA GERTRUDES DE CARVALHO NEVES;25067460;2;1;-6.62002806;-35.47530761;1;1;1;0;0;0;0;1;1;0;0
2025;Nordeste;2;Paraíba;PB;25;2503605;EEEF DOUTOR JOAO SOARES;25067478;2;1;-6.614912;-35.46865;3;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503605;EMEF JOAO ALVES DE CARVALHO;25067575;3;1;-6.61502691;-35.46942163;1;0;0;0;0;0;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503605;EMEF PEDRO PEREIRA DA SILVA;25067613;3;2;-6.642812993;-35.41847432;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503605;EMEF MARGARIDA FERNANDES DE OLIVEIRA;25067664;3;2;-6.629065163;-35.37204511;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503605;CRECHE MARIA JUVENTINA COSTA DE OLIVEIRA;25067702;3;1;-6.61784036;-35.4722357;1;0;0;1;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503605;EDUCANDARIO NUCLEO INFANTIL ARCO-IRIS;25104284;4;1;;;1;0;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503605;PRE-ESCOLAR MUNICIPAL TIO PATINHAS;25107240;3;1;-6.61449814;-35.46843952;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503605;EMEF SEMEAO FERREIRA DA COSTA;25110322;3;2;-6.617193581;-35.33732576;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503605;EMEF MARIA EUDESIA DE CARVALHO;25116126;3;1;-6.617404846;-35.47017147;1;1;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503605;EMEF OLIVINA CARVALHO DE QUEIROZ;25121936;3;1;-6.619730657;-35.47266768;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503605;INSTITUTO EDUCACIONAL HADASSAH;25128507;4;1;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503704;CENTRO EDUC DOM ZACARIAS - COLEGIO E CURSO;25007505;4;1;;;3;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503704;COLEGIO DIOCESANO PADRE ROLIM;25007548;4;1;;;1;0;0;1;1;1;1;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;COLEGIO NOSSA SRª DE LOURDES;25007556;4;1;-6.885489;-38.5608;1;0;1;1;1;1;1;1;0;1;1
2025;Nordeste;2;Paraíba;PB;25;2503704;COLEGIO NOSSA SRA DO CARMO LTDA;25007564;4;1;;;1;0;0;1;1;1;1;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;COLEGIO ALTERNATIVO MASTER;25007580;4;1;-6.890414;-38.55512;1;0;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EEIFM ARCO IRIS;25007602;4;1;-6.882926;-38.56168;1;0;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EEEFM PROFESSOR MANOEL MANGUEIRA LIMA;25007718;2;1;-6.877794997;-38.56814819;1;1;0;0;0;0;0;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;ECI PROFESSOR CRISPIM COELHO;25007726;2;1;-6.89083369;-38.56855467;1;0;0;0;0;0;1;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EEEFM DOM MOISES COELHO;25007742;2;1;-6.890762182;-38.56160887;1;1;1;0;0;0;1;1;0;1;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF DESEMBARGADOR BOTO DE MENEZES;25007750;3;1;-6.89143931;-38.56168533;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF CEL JOAQUIM MATOS;25007777;3;1;-6.8921359;-38.5464014;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;ECIT CRISTIANO CARTAXO;25007785;2;1;-6.8916698;-38.5466218;1;0;1;0;0;0;0;0;1;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF JOAQUIM VICTOR JUREMA;25007807;3;1;-6.89532379;-38.56094884;1;0;0;0;0;0;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EEEF MONSENHOR JOAO MILANES;25007840;2;1;-6.889908333;-38.55756167;1;0;0;0;0;0;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EEEF SINHAZINHA RAMALHO;25007882;2;1;-6.8755062;-38.56772376;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503704;EEEM MONSENHOR CONSTANTINO VIEIRA;25007904;2;1;-6.8870657;-38.5584065;1;0;0;0;0;0;0;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF ANTONIO DE SOUSA DIAS;25007998;3;2;-6.98062;-38.58289167;1;1;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF GABRIEL LUCINDO PEREIRA;25008005;3;2;-6.97971389;-38.62582874;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF FRANCISCO ARCANJO DE ALBUQUERQUE;25008030;3;2;-6.96523524;-38.48084672;3;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF AUGUSTO BERNARDINO DE SOUZA;25008137;3;2;-6.813292145;-38.51325947;1;1;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF CAROLINO DE SOUSA NETO;25008145;3;2;-6.86770927;-38.42744076;1;1;0;0;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF CECILIA ESTOLANO MEIRELES;25008153;3;1;-6.87191631;-38.56045299;1;1;0;0;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF COSTA E SILVA;25008188;3;1;-6.88910874;-38.5473985;1;1;0;0;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF JOAO FRANCISCO DE SOUZA;25008293;3;2;-7.0126226;-38.62049896;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF JOSE COSMO DE ABREU;25008340;3;2;-6.840362;-38.43621;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF JOSE LEITE ROLIM;25008374;3;1;-6.885908;-38.54494;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF JOSE MARTINS DE OLIVEIRA;25008382;3;2;-6.962228967;-38.5363781;1;1;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF LUIZ CARTAXO ROLIM;25008412;3;1;-6.89401366;-38.55716283;1;1;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF MANOEL GONCALVES DA SILVA;25008439;3;2;-6.8523069;-38.48455616;1;1;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF MATIAS DUARTE ROLIM;25008480;3;1;-6.89212398;-38.5757548;1;0;0;0;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF CRISPIM COELHO;25008510;3;1;-6.8927757;-38.565123;1;1;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF VITAL ALVES DE FREITAS;25008641;3;2;;;3;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF MARIA GUIMARAES COELHO;25008846;3;1;-6.894558755;-38.56884553;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;ESCOLA MUNDO INFANTIL;25008927;4;1;-6.8914312;-38.5686973;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;ESCOLA VITORIA-REGIA;25008935;4;1;-6.8913153;-38.5654923;1;0;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;ESCOLA PROFISSIONAL MONTE CARMELO;25008951;2;1;-6.89305996;-38.55819561;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;IFPB - CAMPUS CAJAZEIRAS;25008978;1;1;-6.88966637;-38.5447481;1;1;1;0;0;0;0;0;1;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF VITORIA BEZERRA;25009001;3;1;-6.87763084;-38.56378802;1;1;0;0;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF GALDINO PIRES FERREIRA;25009028;3;1;-6.89499756;-38.56517604;1;0;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;UFCG - ESCOLA TECNICA DE SAUDE DE CAJAZEIRAS;25009087;1;1;-6.872453665;-38.5574625;1;0;1;0;0;0;0;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF JOSE ANTONIO DO NASCIMENTO;25009141;3;2;-6.88220461;-38.49256292;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF ANTONIO TABOSA RODRIGUES - CAIC;25106139;3;1;-6.88323701;-38.56720969;1;0;0;0;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EEIF SAGRADO CORACAO DE JESUS;25110292;4;1;;;3;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503704;DECISIVO COLEGIO E CURSO;25110519;4;1;;;3;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503704;ESC DE ENS FUND NOVA GERACAO;25112015;4;1;;;3;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503704;ESCOLA CHAPEUZINHO VERMELHO;25112023;4;1;-6.878165;-38.56591;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EMEIEF IRMA NIRVANDA LEITE ROLIM;25114018;3;1;-6.90387154;-38.57259308;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;ESCOLA MENINO MALUQUINHO;25117360;4;1;-6.876528;-38568;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;ESCOLA SORRISO INFANTIL;25117424;4;1;-6.879494;-38.56613;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;DEFINICAO COLEGIO E CURSO;25119494;4;1;-6.8908734;-38.5529701;1;0;0;0;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;CENTRO EDUCACIONAL IMACULADA CONCEICAO;25119508;4;1;-6.892397;-38.5606;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EEIF NOVO SECULO;25122444;4;1;;;3;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503704;ESCOLA DE EDUC ESPECIAL ANGELINA TAVARES DE MELO;25122452;4;1;;;3;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503704;CRECHE NOSSA SENHORA DA PIEDADE;25122924;3;1;-6.901059096;-38.56493572;1;0;0;1;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;INSTITUTO EDUCACIONAL NOSSA SENHORA DE FATIMA;25125702;4;1;-6.886446;-38.55534;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;EEIF ESTRELA CADENTE;25126202;4;1;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2503704;SESC CAJAZEIRAS;25126431;4;1;-6.898222449;-38.57085379;1;1;0;0;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2503704;CRECHE SAO JOSE;25127969;3;1;-6.882929415;-38.5672665;1;0;0;1;0;0;0;0;0;0;0
